0,99009,CHANGI VILLAGE TER,CHANGI VILLAGE RD,
0,99131,BLK 4,CHANGI VILLAGE RD,
0,99049,CHANGI GOLF COURSE,LOYANG AVE,
0,99039,ST. GEORGE CHAPEL,LOYANG AVE,
0,99029,AFT CRANWELL RD,LOYANG AVE,
0,99019,AFT SCH OF COMMANDO,LOYANG AVE,
0,98079,OPP LOYANG WAY/SOXAL,LOYANG AVE,
0,98069,AFT ENGINE TEST FACILITY,LOYANG AVE,
0,97099,AFT LOYANG AVE,LOYANG WAY,
0,97089,OPP SELARANG PK DRUG REH.,LOYANG WAY,
0,97079,OPP ST. JOHN'S CRES,UPP CHANGI RD NTH,
0,97069,LLOYD LEAS WORK REL CAMP,UPP CHANGI RD NTH,
0,97209,CHANGI CHAPEL MUSEUM,UPP CHANGI RD NTH,
0,97059,CHANGI WOMEN'S PRISON,UPP CHANGI RD NTH,
0,97049,CHANGI PRISON,UPP CHANGI RD NTH,
0,97039,BEF JLN BENA,UPP CHANGI RD NTH,
0,97019,OPP SALVATION ARMY,UPP CHANGI RD NTH,
0,96069,MERA TERR P/G,UPP CHANGI RD EAST,
0,96059,CHANGI CT,UPP CHANGI RD EAST,
0,96049,UPP CHANGI STN/SUTD,UPP CHANGI RD EAST,
0,95909,AFT SOMAPAH RD,UPP CHANGI RD EAST,
0,96099,AFT UPP CHANGI RD EAST,UPP CHANGI LINK,
0,96089,OPP GRACE INDEPENDENT CH,UPP CHANGI RD,
0,96079,ITE COLL EAST TEC BLK,UPP CHANGI RD,
0,85079,FLEXTRONIC,UPP CHANGI RD,
0,85089,AFT SUNGEI BEDOK,UPP CHANGI RD,
0,85069,BEDOK MKT PL,BEDOK RD,
0,85059,BEF JLN CHEMPAKA KUNING,BEDOK RD,
0,85099,TANAH MERAH STN EXIT A,NEW UPP CHANGI RD,
0,84069,BLK 55,NEW UPP CHANGI RD,
0,84059,BLK 65,NEW UPP CHANGI RD,
0,84049,BLK 27,NEW UPP CHANGI RD,
0,84039,BEDOK STN EXIT A,NEW UPP CHANGI RD,
