0,44009,CHOA CHU KANG INT,CHOA CHU KANG LOOP,
0,44461,BLK 352,CHOA CHU KANG WAY,
0,44451,BEF SOUTH VIEW STN,CHOA CHU KANG WAY,
0,44441,BLK 239,CHOA CHU KANG WAY,
0,44121,BLK 113,CHOA CHU KANG WAY,
0,43641,OPP HOMETEAMNS,BT BATOK WEST AVE 7,
0,43831,BLK 334,BT BATOK WEST AVE 7,
0,43491,BLK 331,BT BATOK WEST AVE 4,
0,43481,BLK 315,BT BATOK WEST AVE 2,
0,43471,BLK 306,BT BATOK WEST AVE 2,
0,43461,AFT BT BATOK WEST AVE 5,BT BATOK WEST AVE 2,
0,43401,BT BATOK POLYCLINIC,BT BATOK WEST AVE 3,
0,43321,OPP BLK 144,BT BATOK WEST AVE 6,
0,43371,BLK 109,BT BATOK WEST AVE 6,
0,43699,BLK 298,BT BATOK AVE 1,
0,28629,BLK 266,JURONG EAST CTRL,
0,28631,OPP BLK 288D,TOH GUAN RD,
0,28641,BLK 284,TOH GUAN RD,
0,28651,OPP IMM BLDG,TOH GUAN RD,
0,20019,BLK 431,AYE,
0,16159,NUS FAC OF ENGRG,CLEMENTI RD,
0,16149,NUS FAC OF ARCHITECTURE,CLEMENTI RD,
0,16139,BEF KENT RIDGE TER,CLEMENTI RD,
0,15199,OPP CURRENCY HSE,PASIR PANJANG RD,
0,15169,HARBOURSIDE IND BLDG 2,PASIR PANJANG RD,
0,15159,MAPLETREE BUSINESS CITY,PASIR PANJANG RD,
0,15149,OPP LABRADOR PK STN,PASIR PANJANG RD,
0,14009,HARBOURFRONT INT,SEAH IM RD,
