0,44531,OPP CHOA CHU KANG STN,CHOA CHU KANG AVE 4,
0,44451,BEF SOUTH VIEW STN,CHOA CHU KANG WAY,
0,44121,BLK 113,CHOA CHU KANG WAY,
0,44131,BLK 26,CHOA CHU KANG RD,
0,44141,PHOENIX STN,CHOA CHU KANG RD,
0,45009,BT PANJANG INT,PETIR RD,
0,44201,AFT PETIR STN,PETIR RD,
0,44221,OPP PENDING STN,PENDING RD,
0,44321,OPP BANGKIT STN,BT PANJANG RING RD,
0,44779,OPP FAJAR STN,FAJAR RD,
0,44711,OPP SEGAR STN,BT PANJANG RING RD,
0,44721,OPP JELAPANG STN,BT PANJANG RING RD,
0,44649,BLK 541A CP,BT PANJANG RING RD,
0,44731,OPP BLK 180,JELEBU RD,
0,44149,OPP PHOENIX STN,CHOA CHU KANG RD,
0,44139,OPP BLK 26,CHOA CHU KANG RD,
0,44129,SOL ACRES CONDO,CHOA CHU KANG WAY,
0,44459,OPP SOUTH VIEW STN,CHOA CHU KANG WAY,
0,44531,OPP CHOA CHU KANG STN,CHOA CHU KANG AVE 4,
